no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,monthly_loan_payment,dti_ratio,total_assets_value,asset_to_loan_ratio,loan_status
5.0,0,0,9900000.0,35700000.0,10.0,392.0,7900000.0,4300000.0,39200000.0,13000000.0,3.606060241812097,297500.0,0.3606060606060606,64400000.0,1.8039215180974364,1
1.0,1,1,400000.0,900000.0,8.0,828.0,600000.0,500000.0,1500000.0,300000.0,2.2499943750140625,9375.0,0.28125,2900000.0,3.222218641979287,0
0.0,1,1,9600000.0,23800000.0,12.0,788.0,9900000.0,14400000.0,21200000.0,10400000.0,2.479166408420166,165277.77777777778,0.20659722222222224,55900000.0,2.3487393971117903,0
2.0,1,1,4100000.0,11400000.0,14.0,505.0,8100000.0,7500000.0,10100000.0,5500000.0,2.7804871267104567,67857.14285714286,0.19860627177700346,31200000.0,2.73684186518931,1
4.0,1,0,1600000.0,6200000.0,18.0,554.0,3200000.0,800000.0,5500000.0,1100000.0,3.874997578126514,28703.703703703704,0.21527777777777776,10600000.0,1.7096771436004607,0
0.0,1,0,4700000.0,15500000.0,16.0,311.0,12800000.0,200000.0,17500000.0,2700000.0,3.297871638750715,80729.16666666667,0.20611702127659576,33200000.0,2.1419353456815906,1
3.0,1,0,8100000.0,30400000.0,12.0,606.0,900000.0,1100000.0,31900000.0,11600000.0,3.753085956409141,211111.11111111112,0.31275720164609055,45500000.0,1.4967104770818922,0
4.0,0,0,2200000.0,8600000.0,6.0,601.0,2700000.0,2900000.0,6700000.0,3300000.0,3.9090891322322125,119444.44444444444,0.6515151515151515,15600000.0,1.8139532774472933,0
1.0,0,0,4600000.0,12700000.0,8.0,468.0,10400000.0,0.0,14500000.0,3900000.0,2.760868965028486,132291.66666666666,0.3451086956521739,28800000.0,2.267716356872728,1
2.0,1,1,2500000.0,9400000.0,10.0,727.0,6600000.0,4100000.0,9500000.0,3300000.0,3.7599984960006014,78333.33333333333,0.37599999999999995,23500000.0,2.4999997340425817,0
4.0,1,0,1200000.0,4300000.0,8.0,598.0,1600000.0,1800000.0,3200000.0,1300000.0,3.5833303472247104,44791.666666666664,0.44791666666666663,7900000.0,1.8372088750677034,0
3.0,1,1,9500000.0,24200000.0,8.0,879.0,3100000.0,16925000.0,26400000.0,12700000.0,2.5473681529086156,252083.33333333334,0.318421052631579,59125000.0,2.443181717223896,0
1.0,1,0,7900000.0,20800000.0,18.0,538.0,10000000.0,9700000.0,29900000.0,10600000.0,2.6329110591251825,96296.29629629629,0.1462728551336146,60200000.0,2.8942306300850658,1
4.0,1,0,9900000.0,22700000.0,12.0,567.0,24850000.0,9900000.0,29700000.0,5400000.0,2.292929061320297,157638.88888888888,0.19107744107744107,69850000.0,3.0770923754584856,0
4.0,1,1,6900000.0,22000000.0,10.0,512.0,6100000.0,9100000.0,20600000.0,3900000.0,3.1884053350137194,183333.33333333334,0.31884057971014496,39700000.0,1.8045453725206648,1
3.0,1,1,9200000.0,23200000.0,8.0,380.0,13100000.0,15500000.0,18900000.0,6100000.0,2.521738856332733,241666.66666666666,0.31521739130434784,53600000.0,2.3103447280023826,1
0.0,1,1,6200000.0,16200000.0,6.0,508.0,5600000.0,5700000.0,21500000.0,3600000.0,2.6129028043705156,225000.0,0.43548387096774194,36400000.0,2.246913441548553,1
1.0,1,0,8900000.0,20000000.0,2.0,653.0,12700000.0,600000.0,17800000.0,9900000.0,2.247190758742611,833333.3333333334,1.1235955056179776,41000000.0,2.049999897500005,0
5.0,0,1,9700000.0,30100000.0,12.0,434.0,19600000.0,16925000.0,21000000.0,6900000.0,3.103092463598715,209027.77777777778,0.2585910652920962,64425000.0,2.140365377396499,1
5.0,0,1,9200000.0,29400000.0,8.0,318.0,18000000.0,5900000.0,33800000.0,5400000.0,3.195651826559584,306250.0,0.39945652173913043,63100000.0,2.146258430399373,1
2.0,0,0,2500000.0,7000000.0,20.0,547.0,800000.0,1200000.0,5200000.0,2300000.0,2.799998880000448,29166.666666666668,0.13999999999999999,9500000.0,1.3571426632653338,1
3.0,1,0,2800000.0,5900000.0,4.0,461.0,1600000.0,400000.0,8900000.0,2800000.0,2.1071421045921057,122916.66666666667,0.5267857142857143,13700000.0,2.3220335047400837,1
4.0,1,0,4900000.0,10700000.0,20.0,321.0,1200000.0,400000.0,11100000.0,6500000.0,2.1836730237401993,44583.333333333336,0.10918367346938776,19200000.0,1.7943923556642658,1
1.0,0,0,1600000.0,3300000.0,2.0,513.0,400000.0,1300000.0,4600000.0,2200000.0,2.0624987109383057,137500.0,1.03125,8500000.0,2.5757567952252134,1
4.0,0,0,700000.0,1800000.0,18.0,728.0,400000.0,1300000.0,2200000.0,600000.0,2.5714248979644316,8333.333333333334,0.14285714285714285,4500000.0,2.4999986111118826,0
0.0,1,0,2100000.0,4700000.0,2.0,459.0,4000000.0,1300000.0,8100000.0,1200000.0,2.2380941723361083,195833.33333333334,1.119047619047619,14600000.0,3.106382317790996,1
1.0,1,1,5000000.0,16800000.0,6.0,711.0,6300000.0,7600000.0,16000000.0,3200000.0,3.3599993280001343,233333.33333333334,0.5599999999999999,33100000.0,1.9702379779620252,0
3.0,1,0,4900000.0,12900000.0,18.0,877.0,1800000.0,7000000.0,17900000.0,3300000.0,2.6326525239484644,59722.22222222222,0.14625850340136054,30000000.0,2.3255812150712236,0
2.0,0,0,5400000.0,20600000.0,18.0,621.0,11200000.0,2200000.0,11600000.0,5500000.0,3.8148141083677576,95370.37037037036,0.2119341563786008,30500000.0,1.4805824523989102,0
2.0,0,1,9400000.0,37300000.0,14.0,383.0,7800000.0,15900000.0,27100000.0,7700000.0,3.96808468424631,222023.80952380953,0.28343465045592703,58500000.0,1.5683645692127461,1
4.0,1,1,9400000.0,35000000.0,10.0,517.0,10700000.0,15100000.0,27500000.0,6700000.0,3.7234038592123553,291666.6666666667,0.3723404255319149,60000000.0,1.7142856653061238,1
4.0,0,0,3500000.0,8900000.0,20.0,809.0,7100000.0,1500000.0,13700000.0,3200000.0,2.542856416326738,37083.333333333336,0.12714285714285714,25500000.0,2.8651682173968296,0
2.0,0,1,4800000.0,12900000.0,8.0,740.0,9300000.0,900000.0,11000000.0,3700000.0,2.687499440104283,134375.0,0.3359375,24900000.0,1.9302324085091156,0
4.0,0,0,2200000.0,7800000.0,20.0,633.0,0.0,3900000.0,8400000.0,1900000.0,3.5454529338850302,32500.0,0.17727272727272728,14200000.0,1.8205125871137708,0
0.0,0,1,5900000.0,15200000.0,16.0,399.0,15200000.0,3200000.0,12200000.0,6500000.0,2.576270749784619,79166.66666666667,0.1610169491525424,37100000.0,2.440789313105966,1
3.0,1,1,5800000.0,16600000.0,10.0,444.0,13300000.0,5900000.0,15000000.0,8500000.0,2.86206847205716,138333.33333333334,0.28620689655172415,42700000.0,2.572289001669337,1
4.0,0,1,2400000.0,7400000.0,18.0,888.0,2700000.0,1600000.0,7600000.0,3200000.0,3.0833320486116462,34259.25925925926,0.1712962962962963,15100000.0,2.040540264791856,0
4.0,0,0,700000.0,1800000.0,8.0,874.0,1600000.0,1000000.0,1300000.0,300000.0,2.5714248979644316,18750.0,0.3214285714285714,4200000.0,2.3333320370377573,0
1.0,0,0,800000.0,3000000.0,4.0,338.0,900000.0,1000000.0,2600000.0,400000.0,3.749995312505859,62500.0,0.9374999999999999,4900000.0,1.6333327888890703,0
3.0,0,0,9600000.0,37800000.0,10.0,418.0,6700000.0,5500000.0,34900000.0,11300000.0,3.937499589843793,315000.0,0.39375,58400000.0,1.54497350410123,1
1.0,1,1,1700000.0,5600000.0,2.0,882.0,3100000.0,2600000.0,6700000.0,1600000.0,3.2941157093437003,233333.33333333334,1.647058823529412,14000000.0,2.4999995535715085,0
5.0,1,1,9200000.0,23600000.0,12.0,656.0,1400000.0,11200000.0,36400000.0,4900000.0,2.5652171124764007,163888.88888888888,0.213768115942029,53900000.0,2.283898208309398,0
4.0,0,0,2300000.0,5400000.0,16.0,490.0,6200000.0,3700000.0,5500000.0,2100000.0,2.347825066163015,28125.0,0.14673913043478262,17500000.0,3.2407401406036778,1
1.0,1,0,7300000.0,19200000.0,14.0,599.0,18400000.0,5400000.0,15900000.0,3700000.0,2.6301366260086816,114285.71428571429,0.18786692759295498,43400000.0,2.260416548936638,0
1.0,1,0,6900000.0,26200000.0,4.0,534.0,14500000.0,11900000.0,14900000.0,9400000.0,3.7971008989708843,545833.3333333334,0.9492753623188407,50700000.0,1.9351144299574645,0
1.0,0,0,6100000.0,19100000.0,6.0,341.0,5700000.0,5900000.0,12400000.0,6300000.0,3.1311470276808153,265277.77777777775,0.5218579234972678,30300000.0,1.5863873514980444,1
1.0,0,1,9500000.0,30500000.0,18.0,500.0,1300000.0,3300000.0,20500000.0,5500000.0,3.210525977839371,141203.7037037037,0.17836257309941522,30600000.0,1.003278655630208,1
3.0,0,1,4400000.0,10000000.0,8.0,875.0,5900000.0,5200000.0,11700000.0,4100000.0,2.2727267561984643,104166.66666666667,0.2840909090909091,26900000.0,2.689999731000027,0
0.0,1,1,2000000.0,5900000.0,12.0,900.0,3800000.0,2400000.0,7100000.0,3000000.0,2.9499985250007374,40972.22222222222,0.24583333333333332,16300000.0,2.762711396150611,0
3.0,1,1,600000.0,1700000.0,14.0,521.0,0.0,1000000.0,1700000.0,600000.0,2.8333286111189815,10119.047619047618,0.20238095238095236,3300000.0,1.9411753287203948,1
3.0,1,1,600000.0,1800000.0,4.0,843.0,1400000.0,300000.0,1700000.0,400000.0,2.9999950000083335,37500.0,0.75,3800000.0,2.1111099382722567,0
3.0,0,1,1500000.0,5800000.0,18.0,420.0,800000.0,1900000.0,4100000.0,1400000.0,3.8666640888906074,26851.85185185185,0.2148148148148148,8200000.0,1.4137928596908862,1
1.0,1,1,300000.0,900000.0,20.0,419.0,800000.0,0.0,600000.0,300000.0,2.9999900000333333,3750.0,0.15,1700000.0,1.8888867901257886,1
3.0,1,1,2900000.0,7000000.0,4.0,806.0,5700000.0,5600000.0,5900000.0,3000000.0,2.4137922711061135,145833.33333333334,0.6034482758620691,20200000.0,2.8857138734694465,0
2.0,0,0,2700000.0,10300000.0,10.0,736.0,1000000.0,0.0,6200000.0,3300000.0,3.8148134019209623,85833.33333333333,0.3814814814814815,10500000.0,1.0194173767555945,0
3.0,0,0,4500000.0,12500000.0,12.0,469.0,4100000.0,7600000.0,14200000.0,3400000.0,2.7777771604939643,86805.55555555556,0.2314814814814815,29300000.0,2.343999812480015,1
3.0,0,1,2400000.0,9200000.0,14.0,626.0,300000.0,3600000.0,8500000.0,2000000.0,3.8333317361117767,54761.90476190476,0.27380952380952384,14400000.0,1.5652172211720412,0
1.0,1,0,300000.0,1100000.0,12.0,443.0,600000.0,400000.0,1200000.0,200000.0,3.666654444485185,7638.888888888889,0.3055555555555555,2400000.0,2.1818161983489106,1
1.0,1,0,2100000.0,5300000.0,20.0,461.0,1500000.0,3800000.0,8100000.0,1700000.0,2.523808321996037,22083.333333333332,0.1261904761904762,15100000.0,2.8490560662158364,1
4.0,0,1,4700000.0,12000000.0,2.0,416.0,5800000.0,8200000.0,13000000.0,6800000.0,2.553190946129586,500000.0,1.276595744680851,33800000.0,2.816666431944464,1
1.0,1,1,8700000.0,30700000.0,6.0,708.0,20600000.0,4500000.0,27600000.0,9300000.0,3.5287352265821577,426388.8888888889,0.5881226053639846,62000000.0,2.019543908158179,0
0.0,0,1,5800000.0,12700000.0,12.0,528.0,8400000.0,7300000.0,19600000.0,7600000.0,2.189654794887104,88194.44444444444,0.18247126436781608,42900000.0,3.3779524899250006,1
5.0,1,0,5500000.0,21200000.0,4.0,582.0,12100000.0,8300000.0,17100000.0,3100000.0,3.8545447537191357,441666.6666666667,0.9636363636363637,40600000.0,1.9150942492880072,0
1.0,1,1,3600000.0,13200000.0,20.0,546.0,8900000.0,3600000.0,13900000.0,2900000.0,3.666665648148431,55000.0,0.18333333333333332,29300000.0,2.219696801538121,1
3.0,0,1,2300000.0,8000000.0,14.0,472.0,4400000.0,3300000.0,7700000.0,1800000.0,3.4782593572785405,47619.04761904762,0.2484472049689441,17200000.0,2.1499997312500336,1
1.0,0,0,8900000.0,22600000.0,18.0,617.0,8400000.0,15500000.0,27900000.0,11700000.0,2.5393255573791507,104629.62962962964,0.14107365792759052,63500000.0,2.809734388949806,0
2.0,1,0,8300000.0,20800000.0,6.0,667.0,19300000.0,4100000.0,25400000.0,6800000.0,2.5060237944549644,288888.8888888889,0.4176706827309237,55600000.0,2.673076794563616,0
2.0,1,1,2100000.0,6900000.0,2.0,566.0,700000.0,1500000.0,8100000.0,1000000.0,3.2857127210891806,287500.0,1.6428571428571428,11300000.0,1.6376809220752286,0
1.0,0,1,6400000.0,13900000.0,12.0,313.0,18600000.0,6300000.0,18600000.0,4900000.0,2.1718746606445842,96527.77777777778,0.18098958333333331,48400000.0,3.4820141379845944,1
3.0,1,1,3100000.0,6300000.0,18.0,895.0,2300000.0,3400000.0,10500000.0,4200000.0,2.032257408949223,29166.666666666668,0.11290322580645161,20400000.0,3.2380947241119484,0
2.0,0,1,4900000.0,12000000.0,20.0,513.0,14200000.0,8100000.0,18300000.0,4800000.0,2.448979092045083,50000.0,0.12244897959183675,45400000.0,3.7833330180555818,1
2.0,1,0,4300000.0,14500000.0,10.0,594.0,11400000.0,700000.0,14000000.0,5300000.0,3.3720922390483166,120833.33333333333,0.3372093023255814,31400000.0,2.165517092033304,0
2.0,0,1,9700000.0,35100000.0,20.0,612.0,13400000.0,13500000.0,38200000.0,6500000.0,3.6185563279838835,146250.0,0.1809278350515464,71600000.0,2.03988598176963,0
0.0,0,0,2600000.0,5100000.0,14.0,678.0,500000.0,1200000.0,6000000.0,3100000.0,1.961537707100882,30357.14285714286,0.1401098901098901,10800000.0,2.117646643598697,0
0.0,0,1,5300000.0,20200000.0,2.0,861.0,500000.0,800000.0,16500000.0,6200000.0,3.8113200355999934,841666.6666666666,1.9056603773584904,24000000.0,1.188118753063428,0
5.0,1,0,700000.0,2400000.0,20.0,330.0,1300000.0,700000.0,2500000.0,500000.0,3.428566530619242,10000.0,0.17142857142857143,5000000.0,2.0833324652781395,1
1.0,1,1,8100000.0,30900000.0,12.0,464.0,13600000.0,9800000.0,17900000.0,7500000.0,3.814814343850081,214583.33333333334,0.31790123456790126,48800000.0,1.5792879747803243,1
2.0,1,1,9800000.0,34600000.0,16.0,754.0,12400000.0,14900000.0,34700000.0,6100000.0,3.5306118846314405,180208.33333333334,0.22066326530612246,68100000.0,1.9682080356009237,0
5.0,0,0,6900000.0,19700000.0,6.0,588.0,9800000.0,7500000.0,17100000.0,7300000.0,2.855072049989558,273611.1111111111,0.4758454106280193,41700000.0,2.1167511615862353,0
3.0,0,0,8000000.0,18600000.0,20.0,565.0,1600000.0,8600000.0,22500000.0,9400000.0,2.3249997093750365,77500.0,0.11625,42100000.0,2.2634407385246913,0
0.0,0,0,6500000.0,24100000.0,20.0,488.0,3300000.0,6000000.0,22900000.0,9700000.0,3.707691737278194,100416.66666666667,0.1853846153846154,41900000.0,1.7385891394776292,1
1.0,0,1,8300000.0,16800000.0,2.0,366.0,22000000.0,6600000.0,27300000.0,4500000.0,2.0240961416751637,700000.0,1.0120481927710845,60400000.0,3.5952378812358403,1
2.0,0,0,6800000.0,21200000.0,16.0,439.0,17100000.0,4700000.0,23300000.0,3600000.0,3.117646600346088,110416.66666666667,0.19485294117647062,48700000.0,2.2971697029636933,1
4.0,0,1,2400000.0,7100000.0,16.0,871.0,7000000.0,300000.0,8500000.0,3500000.0,2.958332100694958,36979.166666666664,0.18489583333333331,19300000.0,2.71830947629444,0
5.0,1,0,9600000.0,27100000.0,8.0,594.0,24850000.0,4600000.0,26800000.0,13300000.0,2.8229163726128776,282291.6666666667,0.35286458333333337,69550000.0,2.566420569504776,0
5.0,0,1,1500000.0,4900000.0,6.0,618.0,3400000.0,1000000.0,3200000.0,900000.0,3.2666644888903407,68055.55555555556,0.5444444444444445,8500000.0,1.734693523531934,0
2.0,0,1,7000000.0,19000000.0,6.0,523.0,5300000.0,9300000.0,25800000.0,9500000.0,2.7142853265306677,263888.8888888889,0.45238095238095233,49900000.0,2.6263156512465446,1
3.0,0,0,9800000.0,25600000.0,10.0,404.0,24400000.0,6700000.0,37000000.0,11500000.0,2.612244631403609,213333.33333333334,0.2612244897959184,79600000.0,3.1093748785400437,1
2.0,1,1,700000.0,2600000.0,12.0,429.0,1600000.0,1300000.0,2700000.0,800000.0,3.7142804081708456,18055.555555555555,0.3095238095238095,6400000.0,2.4615375147932634,1
1.0,1,0,6400000.0,14100000.0,20.0,553.0,11700000.0,4500000.0,20000000.0,3600000.0,2.2031246557617727,58750.0,0.11015625,39800000.0,2.82269483526987,0
5.0,0,0,5300000.0,19400000.0,6.0,510.0,14700000.0,7000000.0,13600000.0,3700000.0,3.660376667853459,269444.44444444444,0.610062893081761,39000000.0,2.010309174726331,1
3.0,0,1,1000000.0,2300000.0,10.0,303.0,1000000.0,400000.0,2500000.0,1000000.0,2.2999977000023,19166.666666666668,0.23000000000000004,4900000.0,2.130433856333106,1
3.0,0,1,4800000.0,10100000.0,4.0,368.0,9100000.0,5100000.0,16500000.0,3500000.0,2.1041662282987024,210416.66666666666,0.5260416666666666,34200000.0,3.3861382786001704,1
0.0,1,0,9800000.0,20100000.0,16.0,606.0,6200000.0,800000.0,37300000.0,8700000.0,2.0510201988754897,104687.5,0.12818877551020408,53000000.0,2.636815789213145,0
5.0,0,0,4700000.0,10200000.0,16.0,874.0,10800000.0,7700000.0,11100000.0,7000000.0,2.170212304210148,53125.0,0.1356382978723404,36600000.0,3.588234942329908,0
3.0,1,0,1400000.0,4100000.0,8.0,455.0,3000000.0,1400000.0,2900000.0,2100000.0,2.9285693367361882,42708.333333333336,0.3660714285714286,9400000.0,2.292682367638447,1
2.0,1,1,3100000.0,10700000.0,16.0,357.0,9200000.0,1900000.0,7700000.0,3800000.0,3.4516117898026484,55729.166666666664,0.21572580645161288,22600000.0,2.112149335313146,1
1.0,1,1,6800000.0,16800000.0,10.0,736.0,2000000.0,2600000.0,23800000.0,5600000.0,2.4705878719723717,140000.0,0.24705882352941178,34000000.0,2.0238094033446785,0
0.0,0,0,700000.0,1900000.0,18.0,572.0,1400000.0,1000000.0,2000000.0,300000.0,2.7142818367402333,8796.296296296296,0.15079365079365079,4700000.0,2.473682908587943,0
4.0,1,1,6100000.0,21200000.0,6.0,808.0,700000.0,7200000.0,22300000.0,6100000.0,3.47540926632635,294444.44444444444,0.5792349726775956,36300000.0,1.712264070176223,0
0.0,0,0,1400000.0,2700000.0,2.0,685.0,3400000.0,800000.0,5400000.0,1300000.0,1.9285700510213921,112500.0,0.9642857142857142,10900000.0,4.037035541838688,0
4.0,1,1,4300000.0,11400000.0,2.0,560.0,10000000.0,3900000.0,8900000.0,3300000.0,2.6511621741483316,475000.0,1.3255813953488373,26100000.0,2.289473483379519,0
3.0,1,1,700000.0,2000000.0,18.0,544.0,800000.0,1300000.0,1500000.0,400000.0,2.857138775516035,9259.25925925926,0.15873015873015872,4000000.0,1.9999990000005,1
2.0,1,1,5400000.0,14800000.0,6.0,724.0,1000000.0,400000.0,13100000.0,5400000.0,2.740740233196253,205555.55555555556,0.45679012345679015,19900000.0,1.3445945037436147,0
4.0,0,0,600000.0,1400000.0,4.0,507.0,200000.0,300000.0,1700000.0,400000.0,2.333329444450926,29166.666666666668,0.5833333333333334,2600000.0,1.8571415306131924,1
3.0,1,0,4200000.0,14500000.0,20.0,840.0,4500000.0,5900000.0,8900000.0,4600000.0,3.4523801303856834,60416.666666666664,0.17261904761904762,23900000.0,1.6482757483947759,0
1.0,1,0,7000000.0,23000000.0,10.0,886.0,14000000.0,3700000.0,26700000.0,3600000.0,3.2857138163265978,191666.66666666666,0.3285714285714285,48000000.0,2.0869564310018944,0
0.0,0,1,7500000.0,16800000.0,16.0,492.0,21500000.0,4800000.0,25400000.0,11100000.0,2.2399997013333732,87500.0,0.14,62800000.0,3.7380950155895825,1
1.0,0,1,6900000.0,22300000.0,16.0,673.0,17400000.0,100000.0,21300000.0,9000000.0,3.2318835895820883,116145.83333333333,0.2019927536231884,47800000.0,2.1434976617265624,0
4.0,0,1,1800000.0,5800000.0,14.0,305.0,600000.0,3300000.0,3600000.0,2000000.0,3.22222043209976,34523.80952380953,0.23015873015873017,9500000.0,1.6379307520809048,1
2.0,0,0,3700000.0,13400000.0,16.0,393.0,6400000.0,600000.0,14200000.0,3500000.0,3.6216206428052318,69791.66666666667,0.22635135135135137,24700000.0,1.8432834445310862,1
2.0,1,0,7000000.0,24200000.0,6.0,892.0,20600000.0,500000.0,21400000.0,9200000.0,3.4571423632653766,336111.1111111111,0.5761904761904761,51700000.0,2.1363635480841507,0
1.0,0,1,7600000.0,23900000.0,12.0,692.0,500000.0,12200000.0,27000000.0,5000000.0,3.1447364283241543,165972.22222222222,0.2620614035087719,44700000.0,1.8702928087743595,0
3.0,0,1,1400000.0,5400000.0,20.0,304.0,1700000.0,1300000.0,2900000.0,800000.0,3.8571401020427842,22500.0,0.19285714285714284,6700000.0,1.2407405109739795,1
3.0,1,1,3000000.0,11400000.0,10.0,424.0,1800000.0,4200000.0,10900000.0,1500000.0,3.7999987333337555,95000.0,0.38,18400000.0,1.6140349461372854,1
0.0,0,0,5100000.0,19900000.0,18.0,655.0,4400000.0,0.0,17100000.0,7100000.0,3.9019600192235258,92129.62962962964,0.21677559912854033,28600000.0,1.4371858574278464,0
1.0,0,0,6900000.0,22500000.0,18.0,403.0,800000.0,8400000.0,16900000.0,6300000.0,3.2608690926276678,104166.66666666667,0.18115942028985507,32400000.0,1.4399999360000029,1
4.0,0,1,400000.0,1400000.0,2.0,496.0,400000.0,200000.0,1100000.0,400000.0,3.499991250021875,58333.333333333336,1.75,2100000.0,1.499998928572194,0
0.0,0,1,6100000.0,19900000.0,20.0,761.0,4500000.0,3700000.0,12700000.0,7100000.0,3.2622945471648284,82916.66666666667,0.16311475409836068,28000000.0,1.4070351051741152,0
0.0,0,0,8300000.0,21400000.0,2.0,662.0,6100000.0,12300000.0,24500000.0,10200000.0,2.5783129423719346,891666.6666666666,1.2891566265060241,53100000.0,2.4813082952659675,0
1.0,1,0,8600000.0,31500000.0,16.0,678.0,19700000.0,13400000.0,22200000.0,5300000.0,3.662790271768573,164062.5,0.22892441860465118,60600000.0,1.9238094627362075,0
3.0,1,0,4500000.0,11700000.0,18.0,775.0,8700000.0,2800000.0,12700000.0,4500000.0,2.599999422222351,54166.666666666664,0.14444444444444443,28700000.0,2.4529912433340817,0
5.0,0,0,600000.0,1300000.0,14.0,408.0,1000000.0,300000.0,1600000.0,900000.0,2.1666630555615742,7738.0952380952385,0.15476190476190477,3800000.0,2.9230746745579426,1
